listing_id,listing_name,country,city,listing_type,room_type,currency,guests,bedrooms,cancellation_policy,rating_overall,ttm_revenue,ttm_avg_rate
20733,1BR The Fort - Heart of the Action!,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.93,9847.0,50.8
148460,2BR near SMAura/BGC/NAIA 3/High-speed internet,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Firm,4.97,3337.0,53.2
526417,Executive Studio Heart of BGC Fort Bonifacio,philippines,taguig,Room in boutique hotel,private_room,PHP,3.0,1.0,Flexible,4.75,2495.0,57.7
1015455,Sleek 1-Bdr w/ Golf Course & Sunset Views in BGC,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.91,12791.0,86.9
1016348,Great BGC/MNL hotel alternative nr St Lukes/restos,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Moderate,4.84,13345.0,56.1
1077985,Comfy Stylish Studio in Forbestown BGC.200MBPsWIFI,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.85,7372.0,41.4
1175406,Your Home at Bonifacio Global -View of MNL Skyline,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Moderate,4.63,11932.0,46.7
1244198,Producer’s Lounge in Manila,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.98,15862.0,76.3
1278983,Unit in Manila(BonifacioGlobalCity),philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.65,749.0,51.4
1346569,"Stunning 2Bdr apartment, Netflix near BGC",philippines,taguig,Entire condo,entire_home,PHP,5.0,2.0,Strict,4.76,11725.0,57.5
1543162,View of Manila Skyline -Central Location,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,,Moderate,4.82,10879.0,48.4
1560037,Residential Condo in BGC near St Lukes Global City,philippines,taguig,Entire condo,entire_home,PHP,3.0,,Firm,4.77,7710.0,67.4
1765418,Spacious Studio Bonifacio Global City w/ Parking,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.81,8870.0,57.9
2333737,Studio@Serendra,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Firm,,1701.0,51.5
2434985,Avant condo in Taguig with city views,philippines,taguig,Entire condo,entire_home,PHP,5.0,2.0,Firm,4.62,5580.0,93.0
3047650,"Cozy, fresh, homey studio, wifi @ SoMa BGC",philippines,taguig,Entire rental unit,entire_home,PHP,2.0,,Moderate,4.72,621.0,51.0
3589200,3-BR Condo Near International Airport,philippines,taguig,Entire condo,entire_home,PHP,5.0,3.0,Moderate,5.0,1527.0,50.1
3803429,Mckinley Hill 1BR unit_Venice piazza_rooftop pool,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Strict,4.48,2712.0,34.1
4530187,Serene living with scenic view 3BR+parking,philippines,taguig,Entire condo,entire_home,PHP,5.0,3.0,Moderate,4.59,11335.0,152.9
4546500,"Spacious 1BR BGC; 50mbps WiFi, Netflix, Parking",philippines,taguig,Entire rental unit,entire_home,PHP,4.0,1.0,Moderate,4.77,13078.0,53.9
4701136,BGC 1-BR Loft with View @ Burgos Circle near BHS,philippines,taguig,Entire loft,entire_home,PHP,2.0,1.0,Moderate,4.91,2108.0,71.7
4712905,Millionaire Tropical Paradise Penthouse Royal Palm,philippines,taguig,Entire rental unit,entire_home,PHP,5.0,2.0,Firm,4.6,5392.0,33.7
4943272,"HOMEY and  SPACIOUS 2BD, 2BATH IN D HEART OF BGC",philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Strict,4.73,17158.0,103.3
5040232,Cozy Condo Loft,philippines,taguig,Entire loft,entire_home,PHP,4.0,1.0,Strict,4.78,2807.0,60.8
5157403,2Br Condo near Mckinley Grand Canal and BGC,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,2.0,Firm,3.0,410.0,34.5
5364840,Luxury Condo @ Forbeswood Parklane (300mbps WiFi),philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Moderate,4.86,13360.0,55.5
6056936,"Safest, homiest and cleanest haven near BGC w/WIFI",philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Flexible,4.86,1096.0,59.1
6059724,Forbeswood Parklane 1 Bedroom,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,1.0,Strict,4.25,5957.0,42.3
6079338,1-BR 41 sqm in BGC with 200Mbps Fibr,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.84,4886.0,50.9
6196431,1BR BGC The Fort nr St. Luke’s 55”tv washer dryer,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,1.0,Moderate,4.7,5075.0,76.2
6282659,At heart of Fort Bonifacio Global City,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,1.0,Moderate,4.71,8590.0,44.4
6824361,1BR w/Balcony Amazing views in BGC,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Firm,4.71,529.0,49.0
6843464,"T1 1102 3 bedrooms Condotel near BGC, Lukes,",philippines,taguig,Entire condo,entire_home,PHP,10.0,3.0,Flexible,4.45,10660.0,78.6
7233103,Elegant 2BR in BGC w/ up to 400Mbps Wifi,philippines,taguig,Entire rental unit,entire_home,PHP,6.0,2.0,Moderate,4.84,13578.0,83.4
7254799,Rooftop Pool+Loved Corner Studio+Prenup+Venice BGC,philippines,taguig,Entire condo,entire_home,PHP,4.0,,Strict,4.85,2490.0,32.6
7389619,Executive Studio in McKinley Hill,philippines,taguig,Entire condo,entire_home,PHP,3.0,,Flexible,4.87,6891.0,40.1
7405775,Executive Village nr. Airport & BGC w/ big spaces,philippines,taguig,Entire bungalow,entire_home,PHP,10.0,3.0,Moderate,4.68,4236.0,98.3
7470489,Rhapsody Residences 2 Bedrooms Condo,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Moderate,4.84,7368.0,40.6
8575474,2BR KingBed Loft + NiceView @Avant at the Fort BGC,philippines,taguig,Entire condo,entire_home,PHP,10.0,2.0,Moderate,4.79,31233.0,115.6
8698936,Mckinley Hill studio VT3-6P near BGC NAIA Makati,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Firm,4.82,2954.0,27.2
9053845,CozyLoft in the very Heart of BGC w/ WiFi,philippines,taguig,Entire loft,entire_home,PHP,4.0,1.0,Firm,4.65,4779.0,56.7
9304386,Cheap apartment minutes ride to BGC,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Flexible,4.8,696.0,14.9
9552543,Condo near McKinley Hills and BGC,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Strict,4.8,2238.0,27.5
9617642,Luxury Suite @ McKinley Connected to Venice Mall,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Flexible,4.91,9882.0,43.7
10308874,Hip and central 3BR BGC Condo,philippines,taguig,Entire condo,entire_home,PHP,8.0,3.0,Strict,4.77,29720.0,168.9
10397908,"Minimalist, Spacious Studio, BGC Perfect Location",philippines,taguig,Entire rental unit,entire_home,PHP,2.0,,Moderate,4.75,4937.0,40.8
10401008,Homey 1BR Stamford Condo nr Venice Piazza Wifi,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Moderate,4.38,4263.0,24.2
10461572,Cozy and comfy 1BR Condominium,philippines,taguig,Entire rental unit,entire_home,PHP,5.0,2.0,Moderate,4.57,1103.0,49.3
10528824,Cozy Condo @ Forbeswood Parklane (150mbps WiFi),philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Moderate,4.81,9192.0,53.9
11164722,CONDO near Bonifacio Global City,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Flexible,4.81,4028.0,19.2
11216247,Cypress Towers 3 bed near BGC Wi-Fi ~100 Mbps!,philippines,taguig,Entire condo,entire_home,PHP,6.0,3.0,Flexible,4.62,8230.0,40.0
11249515,Spectacular! 1BR High Atop BGC Breathtaking Views!,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Firm,4.81,7351.0,49.8
12797353,Homey space at The Venice Residences,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Flexible,4.76,442.0,36.1
13023051,Spacious 1BR 65sqm w/ Washer @ Venice Mall BGC,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Strict,4.79,10064.0,66.6
13032143,Grace Residence at Affordable Price Near BGC,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Limited,4.56,1883.0,23.1
13117310,1BR @ Venice Residences + Balcony WiFi,philippines,taguig,Entire condo,entire_home,PHP,6.0,1.0,Strict,4.9,6002.0,57.4
13159696,"Cosy & Chic 2BR @ Burgos Circle, BGC, Taguig",philippines,taguig,Entire condo,entire_home,PHP,3.0,2.0,Firm,4.0,648.0,43.8
13241107,Avant Serviced Suites 2br with Personal Concierge,philippines,taguig,Entire condo,entire_home,PHP,3.0,2.0,Flexible,4.5,2210.0,133.3
13361657,Charming Two-Level Condominium,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,2.0,Flexible,4.73,15356.0,49.1
13519820,Cozy Corner@Fort Palm Spring,philippines,taguig,Entire condo,entire_home,PHP,8.0,1.0,Firm,4.78,7452.0,60.7
13647996,Mckinley Hill with beautiful view (+ Pool and Gym),philippines,taguig,Entire condo,entire_home,PHP,4.0,,Firm,4.87,6677.0,27.9
13777575,Prime Location BGC  w/ 2BR 2Bath/pool&gym,philippines,taguig,Entire rental unit,entire_home,PHP,5.0,2.0,Limited,4.53,11901.0,88.2
13907178,"Comfortable, Stylish & Urban",philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.78,406.0,31.0
14208612,1 BR Fully Furnished Unit at Bellagio 1 BGC Taguig,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,,424.0,34.7
14222960,Relaxing Luxurious Home Suite Home near BGC,philippines,taguig,Entire villa,entire_home,PHP,16.0,4.0,Firm,4.52,37475.0,611.3
14323266,Avant Serviced Suites Personal Concierge Studio 1,philippines,taguig,Entire serviced apartment,entire_home,PHP,2.0,1.0,Flexible,4.88,2220.0,78.7
14475394,"158sqm Amazing View BGC Loft+wifi, SmartTV,cableTV",philippines,taguig,Entire loft,entire_home,PHP,5.0,2.0,Firm,4.78,41226.0,146.9
14773911,Comfy 2BR BGC Condo by Copper Key,philippines,taguig,Entire loft,entire_home,PHP,3.0,2.0,Moderate,4.7,2713.0,47.0
14810791,One bedroom flat w/ balcony and nice view,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.44,6838.0,57.2
14936915,"Winnie’s comfy studio near BGC, McKinley & Makati",philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.96,3861.0,28.9
15041820,Avant Serviced Suites One Bedroom,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.61,3084.0,112.5
15214636,"Great Location near Shopping Centers, Restaurants",philippines,taguig,Entire rental unit,entire_home,PHP,6.0,2.0,Strict,4.65,1931.0,50.3
15708151,"Cozy, 1 Bedroom, BGC Perfect Location",philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Moderate,4.46,4809.0,44.7
15735907,Joan's Place:MODERN DESIGN LOFT @ the heart of BGC,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Strict,4.69,3483.0,138.5
15751092,"Stylish 2BR loft,GolfCourseView WiFi+NETFLIX",philippines,taguig,Entire loft,entire_home,PHP,4.0,2.0,Moderate,4.84,6248.0,80.1
15906985,SMDC Grace Residences - Scandinavian Room,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Moderate,4.84,300.0,28.1
16126665,"Chalet Luce del Sole's 1-Bedroom Unit, Taguig City",philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.8,506.0,39.3
16172957,NEW&AFFORDABLE 2BR LOFT @ THE FORT BGC!,philippines,taguig,Entire loft,entire_home,PHP,5.0,2.0,Strict,4.66,12083.0,45.4
16183605,2BR Big Condo @Avant BGC +100MBPS +Washer,philippines,taguig,Entire rental unit,entire_home,PHP,8.0,2.0,Limited,4.71,31208.0,113.3
16611018,Modern luxe 72 sqm 2 BR 2 bathroom condo  unit,philippines,taguig,Entire condo,entire_home,PHP,6.0,2.0,Firm,4.74,7773.0,55.7
16761392,Morgan Suite @ Mckinley Hill Taguig (7),philippines,taguig,Entire condo,entire_home,PHP,3.0,,Strict,4.85,4034.0,29.1
16763807,★Venice Link Grand Canal ❤ McKinley Hill Fort BGC★,philippines,taguig,Entire condo,entire_home,PHP,3.0,,Firm,4.88,11878.0,39.2
16788248,BGC SkylineView plus Hi speed Internet/FREENetflix,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Flexible,,1483.0,44.3
16800024,Morgan Suite @ Mckinley Hill Taguig (8),philippines,taguig,Entire condo,entire_home,PHP,3.0,,Firm,4.86,5121.0,30.0
16980523,Raya 2-Bedroom Condo Unit,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Moderate,4.67,479.0,33.5
17047917,Spacious Residence at Affordable Price Near BGC,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Limited,4.63,1302.0,21.9
17287043,New Resort Type Condo near BGC and Airport,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,2.0,Limited,4.91,4127.0,41.1
17306580,"Studio Unit at Venice Luxury Residence, Mckinley",philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Firm,4.73,2048.0,32.9
17435562,2Br Resort-condo near Mckinley/bgc,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Moderate,,1006.0,51.4
17470405,"Modern Spacious 2BR in Trendy Burgos Circle, BGC",philippines,taguig,Entire condo,entire_home,PHP,5.0,2.0,Firm,4.96,19589.0,125.3
17611617,Cozy 1BR at The Fort,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Firm,4.82,4105.0,66.6
17616165,CITY CENTER CONDO GREAT FOR BUSINESS TRAVELLERS,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.69,3464.0,50.3
17626350,Venice residences Caruso,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Firm,4.83,6932.0,38.2
17647369,"Newly furnished 2 Bedroom condo @ 5th ave, BGC",philippines,taguig,Entire loft,entire_home,PHP,5.0,2.0,Moderate,4.65,4954.0,42.8
17781523,Budget Loft & Library near BGC FREE parking,philippines,taguig,Private room in villa,private_room,PHP,,,Strict,4.78,767.0,18.2
17932543,"Studio Unit  @ Venice Grand Canal, BGC Philippines",philippines,taguig,Entire condo,entire_home,PHP,2.0,,Firm,4.77,430.0,43.6
18010609,"The Nest @ Avant, BGC, Taguig City, Philipines",philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Firm,4.62,9734.0,58.5
18107438,"Modern Scandinavian Unit in McKinley Hill, Taguig",philippines,taguig,Entire condo,entire_home,PHP,4.0,,Moderate,4.83,1242.0,31.9
18138016,"McKinley, D22,Venice Res, Twr D, 1 King+2Sgl Bds",philippines,taguig,Entire condo,entire_home,PHP,3.0,,Moderate,4.48,409.0,41.0
18386908,1 Bedroom Park West Condo @ Grand Hyatt,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Flexible,4.91,9125.0,51.7
18567933,Studio For Rent in Taguig near BGC & McKinley Hill,philippines,taguig,Entire home,entire_home,PHP,3.0,,Super Strict 60 Days,4.43,5921.0,23.7
18673992,Arcovia City Suite,philippines,taguig,Entire condo,entire_home,PHP,5.0,,Firm,5.0,8907.0,77.5
18811753,Great location | Affordable home | Elegant setting,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.94,8768.0,56.3
18938631,LOFT Unit @ BGC,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.79,9796.0,40.2
19038319,Urban Retreat w/ Library near BGC FREE parkng,philippines,taguig,Private room in home,private_room,PHP,,,Firm,4.91,1143.0,24.8
19143540,Great Spacious 2BR (76sqm) BGC at the Fort,philippines,taguig,Entire condo,entire_home,PHP,3.0,2.0,Moderate,4.67,1076.0,83.5
19212117,Don's Grace Residences,philippines,taguig,Entire condo,entire_home,PHP,1.0,1.0,Firm,4.81,2851.0,10.8
19325866,ADC Condo Rental At Infinity 1 br,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Flexible,4.7,3277.0,73.2
19633299,"Spacious, bright, relaxing,homey,wifi 2BR@SoMa BGC",philippines,taguig,Entire condo,entire_home,PHP,5.0,2.0,Moderate,4.84,5859.0,69.4
19665305,Guest House,philippines,taguig,Entire loft,entire_home,PHP,4.0,1.0,Flexible,4.86,4090.0,50.7
19684466,Comfortable 1 BR unit in the heart of BGC,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Strict,4.76,3771.0,39.5
19688972,Julia's Attractive & Cozy Penthouse | Golf View,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,1.0,Firm,4.87,10397.0,48.9
19898983,Homey Condo near Venice Grand Canal NEW FIBER WIFI,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,,Moderate,4.85,403.0,31.0
19954563,"BGC 3BR Loft Condo, 2BA – Near St. Luke’s & Shops",philippines,taguig,Entire condo,entire_home,PHP,6.0,3.0,Firm,4.78,21389.0,74.3
19971101,"Vacation Haven, BGC location",philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.65,2968.0,44.8
20609684,Studio Unit Walking Distance to Venice Grand Canal,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,,Firm,4.74,570.0,38.4
20682400,3 Bedroom Condo near Venice Piazza Mall in BGC,philippines,taguig,Entire rental unit,entire_home,PHP,6.0,3.0,Firm,4.87,19433.0,145.8
20735648,1 BR at Forbeswood Hts BGC Taguig at Burgos Cirle,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Strict,4.63,2238.0,48.2
20740415,"Condo in Fort Bonifacio Mckniley Hill, Taguig",philippines,taguig,Entire condo,entire_home,PHP,3.0,,Firm,4.89,3325.0,30.7
20799799,120 sq m 4-BR Condo Perfect for Families & Groups,philippines,taguig,Entire rental unit,entire_home,PHP,6.0,4.0,Flexible,4.73,15262.0,104.6
20849113,Ace Spot★Fits 5★HotelStyle w/FreeParking 1BR Suite,philippines,taguig,Entire condo,entire_home,PHP,5.0,1.0,Firm,4.81,10916.0,58.3
20876191,"The Infinity, Fort BGC - 1 Bedroom with WIFI",philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Moderate,4.75,2971.0,46.0
21142164,Cozy apartment near Burgos BGC for long stays,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Firm,4.83,3534.0,50.8
21276811,Central BGC 2 Bedroom! Fast Wi-Fi & UHD TV,philippines,taguig,Entire condo,entire_home,PHP,5.0,2.0,Moderate,4.85,19411.0,102.4
21598411,one condominium,philippines,taguig,Private room in condo,private_room,PHP,,,Firm,5.0,272.0,21.1
21702678,*SUPER RARE* 2-Floor Condo with Private Entrance,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Strict,4.98,5118.0,94.0
21741203,Cozy 1 BR w/ Balcony Fully-Furnished w/ Wi-Fi,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Flexible,4.94,1328.0,32.6
21752479,"Comfy place near Airport, BGC & malls WIFI & Cable",philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Flexible,4.95,457.0,35.1
21773031,King Bed. 24 hr check-in. 3 min walk to mall,philippines,taguig,Entire serviced apartment,entire_home,PHP,4.0,1.0,Flexible,4.87,18799.0,66.1
21790507,Cozy one-bedroom in Bonifacio Global City (BGC),philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.8,5885.0,50.6
21952451,Grace Residences by Thet near the airport,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Firm,4.55,3244.0,24.6
22005543,BGC PARK WEST 1 Br Condo w/ Parking by Grand Hyatt,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.86,1584.0,47.8
22083922,Affordable place to stay in Taguig near airport,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Firm,5.0,532.0,23.3
22181623,Cozy Unit Morgan Suites Mckinley Hill BGC Taguig,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.55,1054.0,36.5
22272931,Affordable Happy Place ( D' Hideout),philippines,taguig,Entire condo,entire_home,PHP,5.0,1.0,Moderate,4.91,7498.0,26.5
22284982,Stylish 1BR in Burgos Circle + Washer & Dryer,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.98,8156.0,55.2
22327259,Budget friendly & great place  to stay in BGC,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.66,9586.0,42.9
22406326,"Condo in Taguig, near Makati.
Tres Palmas",philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Moderate,4.79,2753.0,35.4
22408310,[W/ WIFI and NETFLIX] McKinley Hill BGC,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Moderate,4.79,6161.0,34.4
22416599,Condo unit at Serendra 2 Callery. BONIFACIO GLOBAL,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Flexible,4.67,522.0,41.3
22429635,Danielle’s Place  @ Lakeview Manors Condominium,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Firm,4.93,2941.0,35.0
22438050,2BR Comfy Home at the heart of BGC,philippines,taguig,Entire loft,entire_home,PHP,3.0,2.0,Strict,4.46,1421.0,47.3
22531715,SPACE and COMFORT for LESS at BGC (2BR),philippines,taguig,Entire condo,entire_home,PHP,5.0,2.0,Flexible,4.77,10442.0,53.6
22574094,BGC Designer Loft  - 2 BR Golf View,philippines,taguig,Entire condo,entire_home,PHP,3.0,2.0,Firm,4.59,662.0,67.6
22609758,"McKinley Hill, D24, 1 King+2Sgl Venice Residences",philippines,taguig,Entire condo,entire_home,PHP,4.0,,Moderate,4.47,567.0,43.8
22616336,Taguig City 1 Bedroom Condo Space near BGC,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Firm,4.96,175.0,15.3
22644519,A bachelor’s pad,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.87,4199.0,48.7
22680105,The Venice Residence Wifi/Netflix & Free Parking,philippines,taguig,Entire serviced apartment,entire_home,PHP,4.0,,Moderate,4.85,11814.0,46.4
22682333,ADC 1brCondo Rental @Icon Res w/ Golf View 50mbps,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Flexible,5.0,2808.0,66.8
22682678,◇ Relaxing Sanctuary (RL's Place) ◇,philippines,taguig,Entire rental unit,entire_home,PHP,2.0,1.0,Firm,4.97,1103.0,27.7
22693748,"Cozy 1 bedrm near BGC, Korean and British Embassy",philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.5,1550.0,22.1
22754526,Danielle’s Place 1bdrm @ Smdc Grace Residences,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.93,994.0,32.2
22852017,Lux 1BR 65 SQM Pool View w/ Parking @ Venice BGC,philippines,taguig,Entire rental unit,entire_home,PHP,4.0,1.0,Strict,4.9,11977.0,58.4
22856107,Luxury 1 BR w/ Balcony: The Venice @ McKinley Hill,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Firm,4.76,1571.0,81.9
22925251,"Taguig, Condo hotel+2Pools+ 1Bedroom, +1 Sofa Bed",philippines,taguig,Private room,private_room,PHP,4.0,1.0,Firm,4.35,2665.0,24.9
23027859,StayHere Hidden Gem by Venice Mall Balcony Wi-Fi,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,0.0,Moderate,4.69,1370.0,61.3
23046781,Miu Condominium at Grace Residence,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,5.0,318.0,30.1
23047235,Suite @ BGC - Venice Grand Canal Mall,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Firm,4.39,805.0,59.6
23091669,White and Cozy,philippines,taguig,Entire condo,entire_home,PHP,3.0,2.0,Moderate,4.7,3654.0,50.2
23135186,Avant Serviced Suites Personal Concierge Studio 5,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Flexible,4.76,971.0,77.5
23209440,Cozy Apartment 2BR BGC Low Floor @ Avant BGC,philippines,taguig,Entire condo,entire_home,PHP,9.0,2.0,Limited,4.71,25552.0,116.8
23277789,1 BR Unit for rent at Fort Palm Spring,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Flexible,4.17,4038.0,35.4
23278204,Spacious 2BR Infinity @ BGC w/ Relaxing Green View,philippines,taguig,Entire condo,entire_home,PHP,7.0,2.0,Strict,4.57,1290.0,80.8
23294068,Cozy 2BR Condo,philippines,taguig,Private room in condo,private_room,PHP,,2.0,Flexible,4.48,291.0,27.0
23296139,Julia's Bright Stylish Condo | Balcony,philippines,taguig,Entire rental unit,entire_home,PHP,6.0,1.0,Firm,4.82,14485.0,76.2
23359392,Staycation Between St Lukes & Shangrila The Fort,philippines,taguig,Entire loft,entire_home,PHP,4.0,1.0,Flexible,4.58,7355.0,62.5
23471882,Condo centrally loc in Fort Bonifacio  Soma 3604,philippines,taguig,Entire rental unit,entire_home,PHP,3.0,1.0,Strict,4.38,6310.0,39.9
23528328,McKinley studio T2-14A near NAIA Makati & BGC+view,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Firm,4.83,4122.0,30.9
23629298,BGC Resort-like bldg facilities with 200 mbps net,philippines,taguig,Entire condo,entire_home,PHP,3.0,,Flexible,4.87,9336.0,45.5
23739330,"Max Dwell BGC: 84\ Nintendo & Cinema l  2mins Mall""",philippines,taguig,Entire condo,entire_home,PHP,4.0,,Limited,4.95,11958.0,44.9
23785553,Unbeatable Price for an Exquisite 3Bed @ Azure,philippines,taguig,Entire condo,entire_home,PHP,10.0,3.0,Moderate,4.55,13418.0,105.6
23989368,"Bright and Cozy Studio  w/ Fiber wifi, pool, gym",philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Flexible,4.44,3012.0,25.6
24007198,1116 Young Executive Studio in BGC North,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Moderate,4.96,474.0,41.7
24074042,"Grace Residence 1 BR with WIFI near BGC, Airport",philippines,taguig,Entire condo,entire_home,PHP,3.0,,Strict,4.78,1458.0,22.4
24095488,1602 Executive Studio w/ City Views in BGC North,philippines,taguig,Entire condo,entire_home,PHP,2.0,,Firm,4.77,4981.0,42.2
24124782,StayHere Relax & Retreat in Viceroy McKinley Hill,philippines,taguig,Entire condo,entire_home,PHP,3.0,,Flexible,4.79,1144.0,43.4
24146252,Stylish Executive Suite w/ Fast WiFi/Pool @ Uptown,philippines,taguig,Entire condo,entire_home,PHP,3.0,1.0,Firm,4.88,5449.0,54.8
24235604,1BR Grace Rsdnce near BGC w/High Speed Net+Netflix,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Flexible,4.9,8667.0,35.7
24271554,BAG BGC condo,philippines,taguig,Entire condo,entire_home,PHP,2.0,1.0,Moderate,4.78,3597.0,40.7
24289964,McKinley Hill : Urban Retreat Guestroom,philippines,taguig,Private room in condo,private_room,PHP,3.0,1.0,Flexible,4.88,1748.0,33.0
24360068,RoyalPalm Taguig 2Bedroom DeluxeAprtment w/Balcony,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Moderate,4.93,1325.0,64.8
24459217,Modern 1BR 2-Beds Condo near Malls and Airport,philippines,taguig,Entire condo,entire_home,PHP,4.0,1.0,Flexible,4.76,1057.0,26.3
24680085,2 Bedroom condo in One Uptown Residences BGC,philippines,taguig,Entire condo,entire_home,PHP,4.0,2.0,Firm,4.85,7838.0,91.6
